t,f
0,0
0.1,0.09933466539753062
0.2,0.19470917115432523
0.30000000000000004,0.2823212366975177
0.4,0.3586780454497614
0.5,0.42073549240394825
0.6,0.4660195429836132
0.7,0.4927248649942301
0.7999999999999999,0.49978680152075255
0.8999999999999999,0.4869238154390976
0.9999999999999999,0.4546487134128408
1.0999999999999999,0.40424820190979516
1.2,0.3377315902755755
1.3,0.2577506859107321
1.4000000000000001,0.16749407507795236
1.5000000000000002,0.07056000402993338
1.6000000000000003,-0.029187071713790265
1.7000000000000004,-0.12777055101341606
1.8000000000000005,-0.22126022164742662
1.9000000000000006,-0.30592894547135996
2.0000000000000004,-0.37840124765396443
2.1000000000000005,-0.43578788620679426
2.2000000000000006,-0.47580103694475817
2.3000000000000007,-0.4968455018167323
2.400000000000001,-0.4980823044179203
2.500000000000001,-0.47946213733156895
2.600000000000001,-0.4417273278600762
2.700000000000001,-0.386382243777993
2.800000000000001,-0.31563331893615976
2.9000000000000012,-0.2323010897068775
3.0000000000000013,-0.13970774909946165
3.1000000000000014,-0.04154470140874687
3.2000000000000015,0.058274602425248144
3.3000000000000016,0.15577068175669062
3.4000000000000017,0.2470566755693056
3.5000000000000018,0.32849329935939586
3.600000000000002,0.39683393192457767
3.700000000000002,0.44935404790581424
3.800000000000002,0.4839598360157437
3.900000000000002,0.49927167268730255
4.000000000000002,0.49467912331169067
4.100000000000001,0.470365278339886
4.200000000000001,0.4272994540441398
4.300000000000001,0.36719854893705606
4.4,0.29245859644588085
4.5,0.20605924262087827
4.6,0.11144495705012382
4.699999999999999,0.012387712726679769
4.799999999999999,-0.08716339061148895
4.899999999999999,-0.18323956462596255
4.999999999999998,-0.27201055544468344
5.099999999999998,-0.3499373437967699
5.1999999999999975,-0.41391323454282536
5.299999999999997,-0.46138771080640223
5.399999999999997,-0.49046811503324506
5.4999999999999964,-0.4999951032753518
5.599999999999996,-0.4895888645756595
5.699999999999996,-0.45966426283233963
5.799999999999995,-0.41141429748435693
5.899999999999995,-0.346762542388565
5.999999999999995,-0.26828645900022197
6.099999999999994,-0.17911464111841935
6.199999999999994,-0.08280208772416082
6.299999999999994,0.01681152361056213
6.399999999999993,0.11575491255076258
6.499999999999993,0.21008351841331402
6.5999999999999925,0.2960367573536058
6.699999999999992,0.37018794497621893
6.799999999999992,0.4295809074282438
6.8999999999999915,0.4718478347220495
6.999999999999991,0.49530367784743395
7.099999999999991,0.4990133263581814
7.19999999999999,0.4828288882746413
7.29999999999999,0.4473955860702564
7.39999999999999,0.3941260336876647
7.499999999999989,0.3251439200785665
7.599999999999989,0.24319934442690913
7.699999999999989,0.15155917837286212
7.799999999999988,0.05387682614973351
7.899999999999988,-0.04595342511382844
7.999999999999988,-0.14395165833252072
8.099999999999987,-0.23621099319922212
8.199999999999987,-0.31905334117396417
8.299999999999986,-0.38917603926714034
8.399999999999986,-0.44378351679074574
8.499999999999986,-0.4806987459397745
8.599999999999985,-0.49845003302079693
8.699999999999985,-0.4963296902353183
8.799999999999985,-0.47442224895906704
8.899999999999984,-0.4336010897427986
8.999999999999984,-0.37549362338584863
9.099999999999984,-0.3024164112031548
9.199999999999983,-0.21728281103596275
9.299999999999983,-0.12348683086832767
9.399999999999983,-0.024767820439201452
9.499999999999982,0.0749386048314586
9.599999999999982,0.17165746440993102
9.699999999999982,0.26153288257883306
9.799999999999981,0.34098181003405353
9.89999999999998,0.40683686875354136
9.99999999999998,0.4564726253638059
