t,f
0,-0
0.1,-0.04975020826390129
0.2,-0.09800665778412417
0.30000000000000004,-0.1433004733688409
0.4,-0.18421219880057704
0.5,-0.21939564047259316
0.6,-0.24760068447290345
0.7,-0.2676947655495709
0.7999999999999999,-0.2786826837388662
0.8999999999999999,-0.279724485721799
0.9999999999999999,-0.27015115293406977
1.0999999999999999,-0.24947786678406764
1.2,-0.2174146526860041
1.3,-0.17387423860598172
1.4000000000000001,-0.11897700003016848
1.5000000000000002,-0.05305290125077694
1.6000000000000003,0.02335961784103133
1.7000000000000004,0.10951782015119643
1.8000000000000005,0.20448188522377894
1.9000000000000006,0.30712508852032894
2.0000000000000004,0.416146836547143
2.1000000000000005,0.5300884098298511
2.2000000000000006,0.647351228980881
2.3000000000000007,0.7662174244717987
2.400000000000001,0.8848724586494956
2.500000000000001,1.0014295194336682
2.600000000000001,1.1139553793796324
2.700000000000001,1.2204973917230337
2.800000000000001,1.3191112769361226
2.9000000000000012,1.4078893394669074
3.0000000000000013,1.4849887449006691
3.1000000000000014,1.5486594829235838
3.2000000000000015,1.5972716412716055
3.3000000000000016,1.6293416203496274
3.4000000000000017,1.6435569273850836
3.5000000000000018,1.6387992027588933
3.600000000000002,1.6141651494014637
3.700000000000002,1.5689850586642538
3.800000000000002,1.50283865263739
3.900000000000002,1.415567993190271
4.000000000000002,1.3072872417272217
4.100000000000001,1.178389090393199
4.200000000000001,1.0295477248154672
4.300000000000001,0.8617182199719453
4.4,0.6761323139525224
4.5,0.4742905487192541
4.6,0.2579508119506259
4.699999999999999,0.02911335913779461
4.799999999999999,-0.20999756025466948
4.899999999999999,-0.45695530508530646
4.999999999999998,-0.7091554636580615
5.099999999999998,-0.9638432439180953
5.1999999999999975,-1.218143345380974
5.299999999999997,-1.4690919908747697
5.399999999999997,-1.7136707650451055
5.4999999999999964,-1.948841879300957
5.599999999999996,-2.1715844598286913
5.699999999999996,-2.378931436791597
5.799999999999995,-2.568006599129817
5.899999999999995,-2.7360613706948977
5.999999999999995,-2.880510859951091
6.099999999999994,-2.9989687372498772
6.199999999999994,-3.0892805007719697
6.299999999999994,-3.1495547046077546
6.399999999999993,-3.178191740026216
6.499999999999993,-3.173909783616078
6.5999999999999925,-3.1357675534631513
6.699999999999992,-3.063183546588327
6.799999999999992,-2.955951467189416
6.8999999999999915,-2.8142515954324954
6.999999999999991,-2.638657890201583
7.099999999999991,-2.430140665871983
7.19999999999999,-2.190064732316141
7.29999999999999,-1.9201829384410618
7.39999999999999,-1.622625112025277
7.499999999999989,-1.2998824418813821
7.599999999999989,-0.9547874018126091
7.699999999999989,-0.5904893688458204
7.799999999999988,-0.2104261401943782
7.899999999999988,0.1817083962761221
7.999999999999988,0.5820001352344045
8.099999999999987,0.9863538226299041
8.199999999999987,1.390534930033672
8.299999999999986,1.790213906628021
8.399999999999986,2.1810123472900256
8.499999999999986,2.5585505864104485
8.599999999999985,2.9184962034760042
8.699999999999985,3.256612908348638
8.799999999999985,3.5688092618712393
8.899999999999984,3.851186681122907
8.999999999999984,4.10008617848101
9.099999999999984,4.312133289696528
9.199999999999983,4.484280658459128
9.299999999999983,4.613847763354587
9.399999999999983,4.6985572975654595
9.499999999999982,4.736567741932795
9.599999999999982,4.726501707811815
9.699999999999982,4.667469667181869
9.799999999999981,4.559088733313317
9.89999999999998,4.4014962054955715
9.99999999999998,4.195357645382307
