t,l
0,2
0.1,-0.2924434535092222
0.2,-0.9894634061198435
0.30000000000000004,-0.8083808424078902
0.4,-0.2380976803518592
0.5,0.4043537731417557
0.6,0.9290283375799677
0.7,1.2378878452912256
0.7999999999999999,1.2974224062563402
0.8999999999999999,1.1175786806949595
0.9999999999999999,0.7357588823428852
1.0999999999999999,0.20487105631337899
1.2,-0.4154070570693088
1.3,-1.0648362217424945
1.4000000000000001,-1.686854751741358
1.5000000000000002,-2.231301601484299
1.6000000000000003,-2.6559890735232923
1.7000000000000004,-2.927418220633849
1.8000000000000005,-3.020870242027138
1.9000000000000006,-2.9200580668073477
2.0000000000000004,-2.6164821425745104
2.1000000000000005,-2.1086017293737425
2.2000000000000006,-1.4009064918066545
2.3000000000000007,-0.5029518314968948
2.400000000000001,0.5715956800859399
2.500000000000001,1.8058699697257845
2.600000000000001,3.1806521008756006
2.700000000000001,4.67513805263816
2.800000000000001,6.267620182706084
2.9000000000000012,7.936079729458383
3.0000000000000013,9.658691263365627
3.1000000000000014,11.414242548222468
3.2000000000000015,13.182475026761544
3.3000000000000016,14.944351274168376
3.4000000000000017,16.682256407144273
3.5000000000000018,18.380140709717892
3.600000000000002,20.023610732582505
3.700000000000002,21.599975914897925
3.800000000000002,23.09825742584981
3.900000000000002,24.509165475046483
