t,l
0,1.9999999999999984
0.1,-0.7261206406118218
0.2,0.552515230762127
0.30000000000000004,0.6279170620820475
0.4,-0.1938888927421664
0.5,-0.8052507332028762
0.6,-0.7097045407469728
0.7,-0.065441985447112
0.7999999999999999,0.671943592866231
0.8999999999999999,1.0852066669503238
0.9999999999999999,0.9765495526012519
1.0999999999999999,0.3969354960677427
1.2,-0.42349219182284903
1.3,-1.1851372830012568
1.4000000000000001,-1.6234746844966705
1.5000000000000002,-1.5817320339664795
1.6000000000000003,-1.0420853923201407
1.7000000000000004,-0.11814678002688117
1.8000000000000005,0.981143782578566
1.9000000000000006,2.003185585763108
2.0000000000000004,2.7062479651585716
2.1000000000000005,2.9065633637931367
2.2000000000000006,2.51107461429499
2.3000000000000007,1.5325053091052183
2.400000000000001,0.08662661572498997
2.500000000000001,-1.6258980289665117
2.600000000000001,-3.3490325680435356
2.700000000000001,-4.807345824540635
2.800000000000001,-5.7434222900345535
2.9000000000000012,-5.9521442305672565
3.0000000000000013,-5.308154980614873
3.1000000000000014,-3.783924764990525
3.2000000000000015,-1.4570392482295755
3.3000000000000016,1.4935083992228897
3.4000000000000017,4.801213784194348
3.5000000000000018,8.134507656107868
3.600000000000002,11.125516417693266
3.700000000000002,13.402546113509892
3.800000000000002,14.623577919366758
3.900000000000002,14.508150794783697
