t,l
0,1.999999999999999
0.1,-0.4109903045898955
0.2,0.7346565729432744
0.30000000000000004,0.04078835334014719
0.4,-0.7237637094403425
0.5,-0.5213805323743573
0.6,0.27156583900497666
0.7,0.8592985374697613
0.7999999999999999,0.7889899602627465
0.8999999999999999,0.13929513637189506
0.9999999999999999,-0.6705689384929706
1.0999999999999999,-1.1816867889642324
1.2,-1.1248052453993995
1.3,-0.5083094627003621
1.4000000000000001,0.42367014811955916
1.5000000000000002,1.3109427746421083
1.6000000000000003,1.815226932622305
1.7000000000000004,1.7296650593786842
1.8000000000000005,1.0342038857184979
1.9000000000000006,-0.10800202028601324
2.0000000000000004,-1.4022335919419622
2.1000000000000005,-2.502061619194109
2.2000000000000006,-3.0952447331951323
2.3000000000000007,-2.9762677407289964
2.400000000000001,-2.0920387846132633
2.500000000000001,-0.554451355426866
2.600000000000001,1.379576475258042
2.700000000000001,3.3544176950322924
2.800000000000001,4.978612967619197
2.9000000000000012,5.892967378108773
3.0000000000000013,5.832879389325608
3.1000000000000014,4.675771634121355
3.2000000000000015,2.4673501600842673
3.3000000000000016,-0.5762507588493833
3.4000000000000017,-4.090056877323732
3.5000000000000018,-7.602265462015702
3.600000000000002,-10.59111377498631
3.700000000000002,-12.549611556516822
3.800000000000002,-13.050593886246471
3.900000000000002,-11.804828648491254
