t,l
0,1.9999999999999984
0.1,-0.6308513672061644
0.2,0.6573391126583954
0.30000000000000004,0.4517972151751264
0.4,-0.44214257656058803
0.5,-0.8186491005278175
0.6,-0.4110022776840432
0.7,0.36107011374615006
0.7999999999999999,0.9354553935090196
0.8999999999999999,0.9729571745785092
0.9999999999999999,0.46585521770945393
1.0999999999999999,-0.3367436771864225
1.2,-1.0826390372797512
1.3,-1.4664430136527844
1.4000000000000001,-1.3285544950740902
1.5000000000000002,-0.6886407508053474
1.6000000000000003,0.27835349305173884
1.7000000000000004,1.303804871469521
1.8000000000000005,2.1016761330149825
1.9000000000000006,2.4393402340720662
2.0000000000000004,2.1888504442388075
2.1000000000000005,1.3514892540769345
2.2000000000000006,0.05480540516713095
2.3000000000000007,-1.4737238493314129
2.400000000000001,-2.9491446191222295
2.500000000000001,-4.078988959010793
2.600000000000001,-4.612318332287501
2.700000000000001,-4.380719406409683
2.800000000000001,-3.3261285161187755
2.9000000000000012,-1.5126719782027598
3.0000000000000013,0.8780071363134176
3.1000000000000014,3.566459855058886
3.2000000000000015,6.207140656302836
3.3000000000000016,8.428038377586782
3.4000000000000017,9.873653992058516
3.5000000000000018,10.246754082261656
3.600000000000002,9.344757198417117
3.700000000000002,7.087364425070574
3.800000000000002,3.5330168087262788
3.900000000000002,-1.1171566204476129
