t,l
0,1.9999999999999998
0.1,-0.8818339694893099
0.2,-0.2735405067367722
0.30000000000000004,0.6361030521188241
0.4,0.8618738838361224
0.5,0.4351616796668413
0.6,-0.2676450206734504
0.7,-0.8676066661052538
0.7999999999999999,-1.1250776988566877
0.8999999999999999,-0.9675689250394088
0.9999999999999999,-0.4601412692747573
1.0999999999999999,0.24639317025188778
1.2,0.9688497843383557
1.3,1.535863750177759
1.4000000000000001,1.8185001196443706
1.5000000000000002,1.7467903965905645
1.6000000000000003,1.3138986170921636
1.7000000000000004,0.5706619908401778
1.8000000000000005,-0.3864527234088364
1.9000000000000006,-1.4310948490519362
2.0000000000000004,-2.424005295304667
2.1000000000000005,-3.2292723010104973
2.2000000000000006,-3.7284616973807303
2.3000000000000007,-3.8317250303505466
2.400000000000001,-3.4854315168215715
2.500000000000001,-2.6762315424363115
2.600000000000001,-1.4317372260531407
2.700000000000001,0.1817962410893803
2.800000000000001,2.064277657422345
2.9000000000000012,4.088497677496997
3.0000000000000013,6.108162044903104
3.1000000000000014,7.966664713771215
3.2000000000000015,9.50607289655278
3.3000000000000016,10.575862124069996
3.4000000000000017,11.04101633500756
3.5000000000000018,10.789189570311922
3.600000000000002,9.736707107906026
3.700000000000002,7.833261123633564
3.800000000000002,5.065226564415699
3.900000000000002,1.457585142548111
