t,l
0,1.9999999999999998
0.1,-0.8283831855695105
0.2,-0.530816422517576
0.30000000000000004,0.38057825009095886
0.4,0.8939089464854776
0.5,0.804856557967875
0.6,0.2813781217802068
0.7,-0.39410619969497995
0.7999999999999999,-0.9635172627198528
0.8999999999999999,-1.255073160960719
0.9999999999999999,-1.1982358941012698
1.0999999999999999,-0.8122764702473608
1.2,-0.18228695032601205
1.3,0.5684776406303391
1.4000000000000001,1.304576622314367
1.5000000000000002,1.8997939349780604
1.6000000000000003,2.252763052175543
1.7000000000000004,2.2966694974232396
1.8000000000000005,2.003550502478583
1.9000000000000006,1.3840668546770953
2.0000000000000004,0.48376993309341154
2.1000000000000005,-0.6231028223119766
2.2000000000000006,-1.8413468057515558
2.3000000000000007,-3.0631914539647003
2.400000000000001,-4.1766997231394365
2.500000000000001,-5.073634676848609
2.600000000000001,-5.656408029357479
2.700000000000001,-5.843857421766039
2.800000000000001,-5.575713210280348
2.9000000000000012,-4.815710103429597
3.0000000000000013,-3.5533741937978123
3.1000000000000014,-1.8045729356999494
3.2000000000000015,0.3890437951574969
3.3000000000000016,2.961557145595675
3.4000000000000017,5.825078612838622
3.5000000000000018,8.872662302442171
3.600000000000002,11.981660625435882
3.700000000000002,15.017363319476402
3.800000000000002,17.83677330320498
3.900000000000002,20.292389315268274
