t,l
0,1.9999999999999993
0.1,-0.17779632940531753
0.2,0.6616603389131247
0.30000000000000004,-0.3338818047386875
0.4,-0.6979464126308851
0.5,-0.011662930937361315
0.6,0.7247851869487707
0.7,0.7410717045082071
0.7999999999999999,0.07243178799892447
0.8999999999999999,-0.7214101769158927
0.9999999999999999,-1.072991428945416
1.0999999999999999,-0.7541967492130155
1.2,0.06156330751164374
1.3,0.9516492795954246
1.4000000000000001,1.4759752688661973
1.5000000000000002,1.3705516656556123
1.6000000000000003,0.6382346590225487
1.7000000000000004,-0.47259483853467055
1.8000000000000005,-1.5714706242885303
1.9000000000000006,-2.263647870276063
2.0000000000000004,-2.2754663357842104
2.1000000000000005,-1.533688166077853
2.2000000000000006,-0.18366835283936211
2.3000000000000007,1.4509799713481581
2.400000000000001,2.951213055008677
2.500000000000001,3.904693061222927
2.600000000000001,4.0030541759238085
2.700000000000001,3.1141194360896685
2.800000000000001,1.316097053387412
2.9000000000000012,-1.1107168031808188
3.0000000000000013,-3.7311065722870147
3.1000000000000014,-6.030923602193119
3.2000000000000015,-7.507812862494633
3.3000000000000016,-7.761227124355478
3.4000000000000017,-6.567364804576955
3.5000000000000018,-3.9277305704491745
3.600000000000002,-0.08438332119167491
3.700000000000002,4.500126949247641
3.800000000000002,9.19531469141413
3.900000000000002,13.280867370345996
