t,l
0,1.9999999999999987
0.1,-0.80512499878089
0.2,0.40212167665702797
0.30000000000000004,0.7559218566896739
0.4,0.1009044504267459
0.5,-0.6565273797337107
0.6,-0.891357750915752
0.7,-0.5122269629688198
0.7999999999999999,0.2072875174055483
0.8999999999999999,0.8812482836013591
0.9999999999999999,1.2042852312002823
1.0999999999999999,1.0462115852015827
1.2,0.4599804341512679
1.3,-0.366829918828224
1.4000000000000001,-1.1853500369393528
1.5000000000000002,-1.7583815737411328
1.6000000000000003,-1.916781975568935
1.7000000000000004,-1.5916445604660843
1.8000000000000005,-0.8214525332746918
1.9000000000000006,0.26200051244510103
2.0000000000000004,1.4625966360492684
2.1000000000000005,2.5566326279971596
2.2000000000000006,3.3305782070338434
2.3000000000000007,3.614332827097568
2.400000000000001,3.3060774942294855
2.500000000000001,2.386532169386886
2.600000000000001,0.9220219021918252
2.700000000000001,-0.9429132020959266
2.800000000000001,-3.001629741077727
2.9000000000000012,-5.0078330810804434
3.0000000000000013,-6.701675626672313
3.1000000000000014,-7.836785846220509
3.2000000000000015,-8.205725613361473
3.3000000000000016,-7.661758316483173
3.4000000000000017,-6.1353053964120985
3.5000000000000018,-3.644018237684588
3.600000000000002,-0.2959474626561649
3.700000000000002,3.7141860693236097
3.800000000000002,8.115153758029372
3.900000000000002,12.574971128065465
