t,l
0,2
0.1,1.0858049016431515
0.2,0.32749230123119266
0.30000000000000004,-0.2963272882726874
0.4,-0.8043840552427673
0.5,-1.2130613194252668
0.6,-1.5366725810632738
0.7,-1.7877070936490742
0.7999999999999999,-1.9770474421157749
0.8999999999999999,-2.1141622306511154
0.9999999999999999,-2.207276647028654
1.0999999999999999,-2.263523369146941
1.2,-2.289076010532736
1.3,-2.289267061485706
1.4000000000000001,-2.2686920682627796
1.5000000000000002,-2.231301601484298
1.6000000000000003,-2.1804823943422784
1.7000000000000004,-2.1191288790117215
1.8000000000000005,-2.0497062139476725
1.9000000000000006,-1.9743057737387824
2.0000000000000004,-1.8946939653125772
2.1000000000000005,-1.8123551381441318
2.2000000000000006,-1.728529270452408
2.3000000000000007,-1.6442450370539807
2.400000000000001,-1.5603487965778944
2.500000000000001,-1.4775299752301776
2.600000000000001,-1.3963432704294763
2.700000000000001,-1.3172280496990945
2.800000000000001,-1.2405252775544457
2.9000000000000012,-1.1664922651958323
3.0000000000000013,-1.0953155040930058
3.1000000000000014,-1.0271218145731171
3.2000000000000015,-0.9619880138894418
3.3000000000000016,-0.8999492845902551
3.4000000000000017,-0.8410064030002162
3.5000000000000018,-0.78513196898028
3.600000000000002,-0.7322757615874397
3.700000000000002,-0.6823693305813663
3.800000000000002,-0.635329920715102
3.900000000000002,-0.5910638142174872
