t,l
0,2
0.1,-0.5454697761890165
0.2,-0.9345494970493968
0.30000000000000004,-0.39816905070624375
0.4,0.33688319241616194
0.5,0.8895783009118624
0.6,1.1068959935914973
0.7,0.9777460059333198
0.7999999999999999,0.5713643143503175
0.8999999999999999,-0.005568378059806367
0.9999999999999999,-0.6376576980304994
1.0999999999999999,-1.2189863356894912
1.2,-1.6635944240925995
1.3,-1.9104493226713248
1.4000000000000001,-1.924597898289604
1.5000000000000002,-1.6957892171280657
1.6000000000000003,-1.2355334689900965
1.7000000000000004,-0.573308639771764
1.8000000000000005,0.2475727732583448
1.9000000000000006,1.1740793598276815
2.0000000000000004,2.1473198273542593
2.1000000000000005,3.1059966020257503
2.2000000000000006,3.989372278382101
2.3000000000000007,4.739716250512974
2.400000000000001,5.304233732727122
2.500000000000001,5.636503238841053
2.600000000000001,5.697463993078726
2.700000000000001,5.45600374395821
2.800000000000001,4.889201682822332
2.9000000000000012,3.982281928279982
3.0000000000000013,2.7283313465589254
3.1000000000000014,1.127832129607242
3.2000000000000015,-0.8119448411269534
3.3000000000000016,-3.077644793049762
3.4000000000000017,-5.650596182281907
3.5000000000000018,-8.507609489514586
3.600000000000002,-11.621782046742293
3.700000000000002,-14.963287934976934
3.800000000000002,-18.50013628737897
3.900000000000002,-22.198885194079175
