t,l
0,2
0.1,0.05308379519144302
0.2,-0.8602131112339328
0.30000000000000004,-1.078631329312581
0.4,-0.8615846991711419
0.5,-0.4043537731417556
0.6,0.14927676501757514
0.7,0.6965436527847502
0.7999999999999999,1.1670570961337967
0.8999999999999999,1.5156916915129535
0.9999999999999999,1.7167707254667308
1.0999999999999999,1.75933463437225
1.2,1.6433156201929748
1.3,1.3764672426837863
1.4000000000000001,0.9719208338818511
1.5000000000000002,0.44626032029685847
1.6000000000000003,-0.18197606155251833
1.7000000000000004,-0.8934442216339107
1.8000000000000005,-1.6688575754851414
1.9000000000000006,-2.489619523167172
2.0000000000000004,-3.3382703198364503
2.1000000000000005,-4.198786011938248
2.2000000000000006,-5.056760672567958
2.3000000000000007,-5.899497721566372
2.400000000000001,-6.7160315179217935
2.500000000000001,-7.4970965409827635
2.600000000000001,-8.235058226654871
2.700000000000001,-8.923816803634939
2.800000000000001,-9.558693204016269
2.9000000000000012,-10.136304234497937
3.0000000000000013,-10.65443263072289
3.1000000000000014,-11.111896327998167
3.2000000000000015,-11.508420224014795
3.3000000000000016,-11.844512846564616
3.4000000000000017,-12.121349640363558
3.5000000000000018,-12.340664025254164
3.600000000000002,-12.50464693055855
3.700000000000002,-12.615855157880869
3.800000000000002,-12.677128650843537
3.900000000000002,-12.691516541227783
