t,l
0,1.9999999999999998
0.1,-0.7199603933429105
0.2,-0.7641813065507715
0.30000000000000004,0.02330791918637709
0.4,0.726198401745203
0.5,0.9974059737496637
0.6,0.8123606428311728
0.7,0.30467967036618226
0.7999999999999999,-0.3384117298915372
0.8999999999999999,-0.9381832335195609
0.9999999999999999,-1.3570663829879872
1.0999999999999999,-1.5116108495195897
1.2,-1.3728750240045955
1.3,-0.9594041604635353
1.4000000000000001,-0.3264258153428452
1.5000000000000002,0.44626032029686136
1.6000000000000003,1.2660819017103364
1.7000000000000004,2.038199136021306
1.8000000000000005,2.6741879580862333
1.9000000000000006,3.098693359575142
2.0000000000000004,3.254061699155888
2.1000000000000005,3.103099968689276
2.2000000000000006,2.630191911912314
2.3000000000000007,1.8410414014013026
2.400000000000001,0.7613248042313756
2.500000000000001,-0.5654744349646482
2.600000000000001,-2.080797018088465
2.700000000000001,-3.7140815857331972
2.800000000000001,-5.385990208349151
2.9000000000000012,-7.011627967376654
3.0000000000000013,-8.503631277231179
3.1000000000000014,-9.775029620427082
3.2000000000000015,-10.741812403296535
3.3000000000000016,-11.325156304355398
3.4000000000000017,-11.453288660298064
3.5000000000000018,-11.06297918000761
3.600000000000002,-10.10066578399811
3.700000000000002,-8.523230903596193
3.800000000000002,-6.298452453709533
3.900000000000002,-3.4051592470780037
