t,l
0,1.9999999999999991
0.1,0.04574713147216444
0.2,0.48292513053747854
0.30000000000000004,-0.583898866371033
0.4,-0.4378531031119751
0.5,0.4509587295564918
0.6,0.7670556247277109
0.7,0.20107393543087337
0.7999999999999999,-0.6221322182885445
0.8999999999999999,-0.9621028993084875
0.9999999999999999,-0.5543923378087514
1.0999999999999999,0.31234766117669277
1.2,1.0787965625574039
1.3,1.2778990067149167
1.4000000000000001,0.770339266387003
1.5000000000000002,-0.222528399294726
1.6000000000000003,-1.252648590672217
1.7000000000000004,-1.8544571532335081
1.8000000000000005,-1.7341005782059147
1.9000000000000006,-0.8738670819181724
2.0000000000000004,0.4702369275230238
2.1000000000000005,1.8616203451596416
2.2000000000000006,2.8266825479395217
2.3000000000000007,3.0011016418614185
2.400000000000001,2.237845256959322
2.500000000000001,0.6516854666647691
2.600000000000001,-1.4059984853501808
2.700000000000001,-3.431099061012795
2.800000000000001,-4.886190783154398
2.9000000000000012,-5.32686832643046
3.0000000000000013,-4.507518463542924
3.1000000000000014,-2.4453948077207404
3.2000000000000015,0.568516936635044
3.3000000000000016,4.0126674581520945
3.4000000000000017,7.223189188038225
3.5000000000000018,9.510883930258382
3.600000000000002,10.286526628119905
3.700000000000002,9.173508042150216
3.800000000000002,6.08953105908267
3.900000000000002,1.2842968319319876
