t,f
0,0.8775825618903728
0.1,0.7945164548812164
0.2,0.6889902635279439
0.30000000000000004,0.5612264847688797
0.4,0.4122150784091906
0.5,0.2439488921881573
0.6,0.059701404397210944
0.7,-0.13566043243523457
0.7999999999999999,-0.3353475683887358
0.8999999999999999,-0.5303431102396053
0.9999999999999999,-0.7091871452476098
1.0999999999999999,-0.8579606891288467
1.2,-0.9606303247508298
1.3,-0.9999758883082916
1.4000000000000001,-0.9593779475262427
1.5000000000000002,-0.8257578033433745
1.6000000000000003,-0.5938799293127998
1.7000000000000004,-0.2719465938162456
1.8000000000000005,0.11219800948282277
1.9000000000000006,0.5060149164798804
2.0000000000000004,0.831686979272303
2.1000000000000005,0.9949941418952591
2.2000000000000006,0.909248411184882
2.3000000000000007,0.537011474206386
2.400000000000001,-0.0575747002590985
2.500000000000001,-0.6722659371534258
2.600000000000001,-0.9956870679314405
2.700000000000001,-0.7550356084305637
2.800000000000001,0.02674590820494545
2.9000000000000012,0.8368471951000903
3.0000000000000013,0.8886525637190887
3.1000000000000014,-0.061769352296259794
3.2000000000000015,-0.9709329151590715
3.3000000000000016,-0.4099872966411641
3.4000000000000017,0.8926950586676096
3.5000000000000018,0.3547309323852301
3.600000000000002,-0.995768103203913
3.700000000000002,0.3538715552553289
3.800000000000002,0.525195906217352
3.900000000000002,-0.9470453253342898
4.000000000000002,0.9931806259848031
4.100000000000001,-0.9589910870251444
4.200000000000001,0.9878649950215768
4.300000000000001,-0.9525796389111653
4.4,0.41474190481676354
4.5,0.7269566398605486
4.6,-0.5937518760012034
4.699999999999999,-0.9998609888789679
4.799999999999999,-0.9138064164033249
4.899999999999999,-0.9776664640254024
4.999999999999998,-0.7858275566780707
5.099999999999998,0.6572436286822112
5.1999999999999975,-0.017544102962532875
5.299999999999997,0.22315616615506276
5.399999999999997,-0.9908041584244203
5.4999999999999964,-0.5740665334738135
5.599999999999996,-0.84806911323907
5.699999999999996,-0.3663989529987646
5.799999999999995,0.2638578969914186
5.899999999999995,0.9970503891428406
5.999999999999995,0.9325868861162525
6.099999999999994,-0.9531299561672804
6.199999999999994,0.3180652574946346
6.299999999999994,-0.5269477369025735
6.399999999999993,0.8506577706062192
6.499999999999993,0.9756370507820359
6.5999999999999925,-0.9559054030523766
6.699999999999992,-0.21483351684698793
6.799999999999992,-0.981488620178648
6.8999999999999915,0.9277220306774445
6.999999999999991,-0.7348705942190494
7.099999999999991,-0.8902193784949202
7.19999999999999,-0.0976786534059932
7.29999999999999,0.9691377097924351
7.39999999999999,-0.6624940577916264
7.499999999999989,0.8963463335841102
7.599999999999989,0.1814865785935325
7.699999999999989,0.9689610358807625
7.799999999999988,-0.9659415209625509
7.899999999999988,0.809872136159477
7.999999999999988,-0.9981581845978099
8.099999999999987,-0.9595798515171102
8.199999999999987,0.9642416927048816
8.299999999999986,-0.9816015231373723
8.399999999999986,0.16741445692461288
8.499999999999986,-0.96487927114291
8.599999999999985,-0.7844639545929865
8.699999999999985,0.8725753060206747
8.799999999999985,-0.5194261934355777
8.899999999999984,0.7132759582873875
8.999999999999984,-0.03345278023813582
9.099999999999984,0.8514552004517791
9.199999999999983,0.9456131297421502
9.299999999999983,0.8092137116937858
9.399999999999983,-0.9667289021826835
9.499999999999982,-0.6116471888503443
9.599999999999982,-0.9844236635344136
9.699999999999982,0.9349423886902445
9.799999999999981,-0.6396371870149407
9.89999999999998,-0.8635422287114392
9.99999999999998,-0.816355489810764
